gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
male,associate's degree,standard,completed,51,60,58,Medium,15.0
female,high school,standard,none,51,66,62,Low,5.0
male,bachelor's degree,standard,completed,85,66,71,High,20.0
male,associate's degree,standard,completed,97,92,86,Medium,14.0
male,high school,standard,completed,75,69,68,High,16.0
male,associate's degree,free/reduced,completed,79,82,80,Low,14.0
female,associate's degree,standard,none,81,77,79,Low,18.0
female,associate's degree,standard,none,82,95,89,Low,13.0
female,master's degree,standard,none,64,63,66,High,6.0
male,some high school,free/reduced,completed,78,83,80,High,15.0
female,some high school,standard,completed,92,100,97,Medium,20.0
male,high school,standard,completed,72,67,64,Medium,6.0
female,high school,free/reduced,none,62,67,64,Low,16.0
male,master's degree,standard,none,79,72,69,Medium,15.0
male,some high school,free/reduced,none,79,76,65,Medium,10.0
male,bachelor's degree,free/reduced,completed,87,90,88,Low,
female,associate's degree,standard,none,40,48,50,Medium,8.0
male,some college,free/reduced,none,77,62,64,Low,19.0
male,associate's degree,standard,none,53,45,40,Medium,16.0
female,some college,free/reduced,none,32,39,33,Low,14.0
female,associate's degree,standard,completed,55,72,79,High,6.0
male,master's degree,free/reduced,none,61,67,66,Medium,16.0
female,associate's degree,free/reduced,none,53,70,70,Low,12.0
male,some high school,standard,none,73,66,62,Low,18.0
female,some college,standard,completed,74,75,79,Low,14.0
female,some college,standard,none,63,74,74,Medium,12.0
male,bachelor's degree,standard,completed,96,90,92,Medium,8.0
female,some college,free/reduced,completed,63,80,80,High,6.0
male,bachelor's degree,free/reduced,none,48,51,46,Medium,9.0
male,associate's degree,standard,none,48,43,45,Medium,9.0
female,bachelor's degree,free/reduced,completed,92,100,100,Medium,20.0
female,master's degree,free/reduced,completed,61,71,78,High,15.0
male,high school,free/reduced,none,63,48,47,Low,14.0
male,bachelor's degree,free/reduced,none,68,68,67,Medium,13.0
male,some college,standard,completed,71,75,70,High,18.0
male,bachelor's degree,standard,none,91,96,92,Low,18.0
female,some college,standard,none,53,62,56,Low,15.0
female,high school,free/reduced,completed,50,66,64,Medium,19.0
female,high school,standard,none,74,81,71,Medium,15.0
male,associate's degree,free/reduced,completed,40,55,53,Low,5.0
male,some college,standard,completed,61,51,52,Medium,
female,high school,standard,none,81,91,89,Medium,10.0
female,some college,free/reduced,completed,48,56,58,Medium,9.0
female,master's degree,standard,none,53,61,68,Low,8.0
female,some high school,standard,none,81,97,96,Low,6.0
female,some high school,standard,none,77,79,80,Medium,19.0
female,bachelor's degree,free/reduced,none,63,73,78,Medium,11.0
female,associate's degree,standard,completed,73,75,80,Medium,11.0
female,some college,standard,none,69,77,77,Low,19.0
female,associate's degree,standard,none,65,76,76,Low,7.0
female,high school,standard,none,55,73,73,Low,16.0
female,bachelor's degree,free/reduced,none,44,63,62,Medium,16.0
female,some college,standard,none,54,64,65,High,11.0
female,some high school,standard,none,48,66,65,Low,17.0
male,some college,free/reduced,none,58,57,54,High,16.0
male,some high school,standard,none,71,62,50,Low,17.0
male,bachelor's degree,standard,none,68,68,64,Medium,5.0
female,high school,standard,none,74,76,73,High,8.0
female,bachelor's degree,standard,completed,92,100,99,High,17.0
female,bachelor's degree,standard,completed,56,79,72,Medium,6.0
male,high school,free/reduced,none,30,24,15,Low,18.0
male,some high school,standard,none,53,54,48,Low,14.0
female,high school,standard,none,69,77,73,Low,9.0
female,some high school,standard,none,65,82,81,Medium,10.0
female,master's degree,standard,none,54,60,63,Low,15.0
female,high school,standard,none,29,29,30,Medium,14.0
female,some college,standard,none,76,78,80,Medium,15.0
male,high school,free/reduced,none,60,57,51,Medium,13.0
male,master's degree,free/reduced,completed,84,89,90,Medium,8.0
male,some high school,standard,none,75,72,62,Low,17.0
female,associate's degree,standard,none,85,84,82,High,12.0
female,master's degree,free/reduced,none,40,58,54,Low,9.0
female,some college,standard,none,61,64,62,Medium,15.0
female,associate's degree,standard,none,58,63,65,High,16.0
male,some college,free/reduced,completed,69,60,63,Medium,15.0
female,some college,standard,none,58,59,66,Medium,20.0
male,bachelor's degree,standard,completed,94,90,91,Medium,7.0
female,associate's degree,standard,none,65,77,74,High,5.0
female,associate's degree,standard,none,82,93,93,High,8.0
female,high school,standard,none,60,68,72,High,
female,bachelor's degree,standard,none,37,45,38,Low,7.0
male,bachelor's degree,standard,none,88,78,83,Low,20.0
male,master's degree,standard,none,95,81,84,Medium,9.0
male,associate's degree,free/reduced,completed,65,73,68,High,13.0
female,high school,free/reduced,none,35,61,54,Medium,7.0
male,bachelor's degree,free/reduced,none,62,63,56,Low,7.0
male,high school,free/reduced,completed,58,51,52,High,19.0
male,some college,standard,completed,100,96,86,Medium,20.0
female,bachelor's degree,free/reduced,none,61,58,62,Medium,
male,some college,standard,completed,100,97,99,Low,7.0
male,associate's degree,free/reduced,completed,69,70,63,Low,12.0
male,associate's degree,standard,none,61,48,46,Medium,8.0
male,some college,free/reduced,none,49,57,46,Medium,11.0
female,some high school,standard,completed,44,51,55,Low,10.0
male,some college,standard,none,67,64,70,Low,15.0
male,high school,standard,none,79,60,65,Medium,20.0
female,bachelor's degree,standard,completed,66,74,81,Medium,12.0
female,high school,standard,none,75,88,85,High,20.0
male,some high school,standard,none,84,84,80,High,18.0
male,high school,standard,none,71,74,64,Low,11.0
female,high school,free/reduced,completed,67,80,81,Low,20.0
female,some high school,standard,completed,80,92,88,Medium,12.0
male,some college,standard,none,86,76,74,Low,
female,associate's degree,standard,none,76,74,73,Low,8.0
male,high school,standard,none,41,52,51,Medium,5.0
female,associate's degree,free/reduced,completed,74,88,90,Medium,10.0
female,some high school,free/reduced,none,72,81,79,Medium,10.0
female,high school,standard,completed,74,79,80,Low,17.0
male,high school,standard,none,70,65,60,Medium,
female,bachelor's degree,standard,completed,65,81,81,Medium,12.0
female,associate's degree,standard,none,59,70,65,Medium,11.0
female,high school,free/reduced,none,64,62,68,Low,15.0
female,high school,standard,none,50,53,55,Low,13.0
female,some college,standard,completed,69,79,81,Medium,
male,some high school,free/reduced,completed,51,56,53,Low,14.0
female,high school,standard,completed,68,80,76,Low,7.0
female,some college,standard,completed,85,86,98,Medium,8.0
female,associate's degree,standard,completed,65,70,74,Medium,12.0
female,some high school,standard,none,73,79,79,Low,18.0
female,some college,standard,none,62,67,67,Medium,18.0
male,associate's degree,free/reduced,none,77,67,64,Low,9.0
male,some high school,standard,none,69,66,61,Low,12.0
female,associate's degree,free/reduced,none,43,60,58,High,18.0
male,associate's degree,standard,none,90,87,85,Medium,16.0
male,some college,free/reduced,none,74,77,73,Medium,
male,some high school,standard,none,73,66,63,Low,12.0
female,some college,free/reduced,none,55,71,69,Medium,17.0
female,high school,standard,none,65,69,67,Low,10.0
male,associate's degree,standard,none,80,63,63,Low,19.0
female,some high school,free/reduced,completed,50,60,60,Low,15.0
female,some college,free/reduced,completed,63,73,71,High,12.0
female,bachelor's degree,free/reduced,none,77,85,87,High,9.0
male,some college,standard,none,73,74,61,Medium,
male,associate's degree,standard,completed,81,72,77,High,20.0
female,high school,free/reduced,none,66,76,68,Low,16.0
male,associate's degree,free/reduced,none,52,57,50,Medium,18.0
female,some college,standard,none,69,78,76,Medium,
female,associate's degree,standard,completed,65,84,84,Medium,19.0
female,high school,standard,completed,69,77,78,Low,15.0
female,some college,standard,completed,50,64,66,Low,19.0
female,some college,standard,completed,73,78,76,Medium,7.0
female,some high school,standard,completed,70,82,76,Medium,15.0
male,associate's degree,free/reduced,none,81,75,78,Low,18.0
male,some college,free/reduced,none,63,61,60,Medium,
female,high school,standard,none,67,72,74,Low,19.0
male,high school,standard,none,60,68,60,Low,
male,high school,standard,none,62,55,54,Low,15.0
female,some high school,free/reduced,completed,29,40,44,Medium,15.0
male,some college,standard,completed,62,66,68,Medium,12.0
female,master's degree,standard,completed,94,99,100,High,13.0
male,some college,standard,completed,85,75,68,Medium,
male,associate's degree,free/reduced,none,77,78,73,Medium,14.0
male,high school,free/reduced,none,53,58,44,Low,6.0
male,some college,free/reduced,none,93,90,83,Low,13.0
female,associate's degree,standard,none,49,53,53,Low,10.0
female,associate's degree,free/reduced,none,73,76,78,Medium,16.0
female,bachelor's degree,free/reduced,completed,66,74,81,Low,14.0
female,associate's degree,standard,none,77,77,73,Low,15.0
female,some high school,standard,none,49,63,56,Medium,18.0
female,some college,free/reduced,none,79,89,86,Low,9.0
female,associate's degree,standard,completed,75,82,90,Medium,13.0
female,bachelor's degree,standard,none,59,72,70,High,
female,associate's degree,standard,completed,57,78,79,High,20.0
male,high school,free/reduced,none,66,66,59,Low,11.0
female,bachelor's degree,standard,completed,79,81,82,Low,16.0
female,some high school,standard,none,57,67,72,Low,
male,bachelor's degree,standard,completed,87,84,87,Low,17.0
female,some college,standard,none,63,64,67,Low,16.0
female,some high school,free/reduced,completed,59,63,64,Low,19.0
male,bachelor's degree,free/reduced,none,62,72,65,Low,
male,high school,standard,none,46,34,36,Medium,20.0
male,some college,standard,none,66,59,52,Medium,19.0
male,high school,standard,none,89,87,79,Medium,11.0
female,associate's degree,free/reduced,completed,42,61,58,Medium,14.0
male,some college,standard,completed,93,84,90,Low,11.0
female,some high school,standard,completed,80,85,85,Medium,8.0
female,some college,standard,none,98,100,99,High,10.0
male,master's degree,standard,none,81,81,84,Low,8.0
female,some high school,standard,completed,60,70,74,Low,10.0
female,associate's degree,free/reduced,completed,76,94,87,Medium,13.0
male,associate's degree,standard,completed,73,78,72,High,12.0
female,associate's degree,standard,completed,96,96,99,High,12.0
female,high school,standard,none,76,76,74,Low,8.0
male,associate's degree,free/reduced,completed,91,73,80,Low,12.0
female,some college,free/reduced,none,62,72,70,High,7.0
male,some high school,free/reduced,completed,55,59,59,Low,17.0
female,some high school,free/reduced,completed,74,90,88,Low,5.0
male,high school,standard,none,50,48,42,Medium,17.0
male,some college,standard,none,47,43,41,Medium,19.0
male,some college,standard,completed,81,74,71,High,14.0
female,associate's degree,standard,completed,65,75,77,Medium,5.0
male,some high school,standard,completed,68,51,57,Medium,6.0
female,high school,free/reduced,none,73,92,84,Low,5.0
male,some college,standard,none,53,39,37,High,
female,associate's degree,free/reduced,completed,68,77,80,Medium,18.0
male,some high school,free/reduced,none,55,46,43,Medium,9.0
female,some college,standard,completed,87,89,94,Medium,16.0
male,some high school,standard,none,55,47,44,Medium,7.0
female,some college,free/reduced,none,53,58,57,Medium,9.0
male,master's degree,standard,none,67,57,59,Low,10.0
male,associate's degree,standard,none,92,79,84,Medium,11.0
female,some college,free/reduced,completed,53,66,73,High,6.0
male,associate's degree,standard,none,81,71,73,Medium,15.0
male,high school,free/reduced,none,61,60,55,High,15.0
male,bachelor's degree,standard,none,80,73,72,Medium,6.0
female,associate's degree,free/reduced,none,37,57,56,Medium,
female,high school,standard,none,81,84,82,High,19.0
female,associate's degree,standard,completed,59,73,72,Medium,19.0
male,some college,free/reduced,none,55,55,47,Low,20.0
male,associate's degree,standard,none,72,79,74,Medium,15.0
male,high school,standard,none,69,75,71,Low,14.0
male,some college,standard,none,69,64,68,Low,10.0
female,bachelor's degree,free/reduced,none,50,60,59,Low,20.0
male,some college,standard,completed,87,84,86,Low,
male,some high school,standard,completed,71,69,68,Medium,13.0
male,some college,standard,none,68,72,65,Medium,13.0
male,master's degree,free/reduced,completed,79,77,75,Medium,8.0
female,some high school,standard,completed,77,90,85,High,10.0
male,associate's degree,free/reduced,none,58,55,53,Low,11.0
female,associate's degree,standard,none,84,95,92,Low,10.0
male,some college,standard,none,55,58,52,High,16.0
male,bachelor's degree,free/reduced,completed,70,68,72,Medium,
female,some college,free/reduced,completed,52,59,65,Medium,14.0
male,some college,standard,completed,69,77,77,Medium,16.0
female,high school,free/reduced,none,53,72,64,Low,15.0
female,some high school,standard,none,48,58,54,Medium,
male,some high school,standard,completed,78,81,86,Medium,8.0
female,high school,standard,none,62,62,63,Low,
male,some college,standard,none,60,63,59,High,
female,high school,standard,none,74,72,72,Low,20.0
female,high school,standard,completed,58,75,77,Low,7.0
male,high school,standard,completed,76,62,60,Low,15.0
female,some high school,standard,none,68,71,75,Low,17.0
male,some college,free/reduced,none,58,60,57,High,20.0
male,high school,standard,none,52,48,49,Low,7.0
male,bachelor's degree,standard,none,75,73,74,High,7.0
female,some high school,free/reduced,completed,52,67,72,Low,11.0
female,bachelor's degree,free/reduced,none,62,78,79,High,17.0
male,some college,standard,none,66,65,60,Low,19.0
female,some high school,free/reduced,none,49,58,55,Low,16.0
female,high school,standard,none,66,72,70,Medium,9.0
female,some college,free/reduced,none,35,44,43,Low,5.0
